order_id,customer_id,product_id,order_date,quantity,discount,payment_method,name,gender,age,region,signup_date,product_name,category_id,price,category_name,return_id,net_price,is_returned,month,discount_bin
452,187,128,2024-12-19,1,30,Card,Lakshay Varughese,Male,38,Kolkata,2023-06-25,GreenYellow Laptop,4,99102.9,Laptops,,69372.02999999998,0,2024-12,20–30%
453,58,92,2025-01-18,4,15,UPI,Manjari Kohli,Female,32,Ahmedabad,2022-12-06,BurlyWood Bluetooth Speaker,20,28376.79,Music & Instruments,,96481.086,0,2025-01,10–20%
454,166,21,2024-09-28,5,10,Cash on Delivery,Ranbir Goyal,Female,34,Chennai,2021-11-25,PaleGoldenRod Bracelet,16,21540.73,Jewellery,132.0,96933.285,1,2024-09,0–10%
455,122,84,2025-05-07,4,5,Card,Shray Lata,Male,49,Hyderabad,2022-01-17,DarkRed Cricket Bat,12,9502.25,Sports Equipment,,36108.549999999996,0,2025-05,0–10%
456,140,39,2024-07-11,2,5,UPI,Aayush Jani,Female,37,Pune,2021-12-31,RosyBrown Puzzle,11,3353.03,Toys,,6370.7570000000005,0,2024-07,0–10%
457,56,63,2024-10-19,4,20,UPI,Manikya Ganesan,Male,25,Mumbai,2024-06-22,DarkOrange Textbook,5,817.38,Books,,2615.616,0,2024-10,10–20%
458,142,98,2024-10-31,3,15,Card,Mohanlal Devan,Male,37,Hyderabad,2023-01-09,Yellow Pen Set,6,70.93,Stationery,,180.87150000000003,0,2024-10,10–20%
459,89,167,2025-05-20,3,20,NetBanking,Tiya Hayer,Male,38,Hyderabad,2023-12-26,GoldenRod Olive Oil,10,1914.7,Groceries,,4595.280000000001,0,2025-05,10–20%
460,19,173,2024-11-17,5,0,Cash on Delivery,Parinaaz Jani,Female,53,Chennai,2022-06-05,Green Wall Art,7,4594.67,Home Decor,,22973.35,0,2024-11,0%
461,124,8,2024-10-31,3,20,Cash on Delivery,Romil Mahal,Female,43,Jaipur,2023-02-03,SlateGray Bluetooth Speaker,20,3259.21,Music & Instruments,,7822.104000000001,0,2024-10,10–20%
462,121,60,2024-08-02,5,15,Card,Aarush Kara,Female,49,Chennai,2023-02-15,Teal Saree,1,1096.45,Clothing,8.0,4659.912499999999,1,2024-08,10–20%
463,82,69,2024-09-09,1,15,Card,Elakshi Bali,Female,59,Pune,2022-02-15,LawnGreen Bluetooth Speaker,20,14063.43,Music & Instruments,,11953.9155,0,2024-09,10–20%
464,76,103,2024-07-11,5,15,Card,Vidur Varghese,Female,50,Bengaluru,2024-07-01,DarkBlue Action Cam,18,203384.45,Cameras,,864383.9125,0,2024-07,10–20%
465,128,119,2025-04-06,4,0,UPI,Urvi Thaker,Female,50,Bengaluru,2022-05-25,Olive Study Table,14,23953.3,Furniture,,95813.2,0,2025-04,0%
466,67,24,2024-07-22,4,20,UPI,Himmat Rajan,Female,55,Pune,2023-10-20,Brown Building Blocks,11,822.9,Toys,,2633.28,0,2024-07,10–20%
467,182,22,2024-08-01,2,20,UPI,Aayush Tara,Male,27,Pune,2022-02-25,MediumAquaMarine Puzzle,11,2027.87,Toys,,3244.592,0,2024-08,10–20%
468,73,103,2024-09-25,1,30,Card,Aaina Swaminathan,Female,20,Hyderabad,2024-05-01,DarkBlue Action Cam,18,203384.45,Cameras,,142369.115,0,2024-09,20–30%
469,93,62,2025-05-22,3,25,UPI,Nitara Sem,Male,25,Hyderabad,2021-10-23,Purple Smartphone,3,52580.92,Smartphones,,118307.07,0,2025-05,20–30%
470,28,100,2025-04-25,3,20,Card,Hunar Bhasin,Male,34,Mumbai,2024-04-15,LightSalmon Digital Thermometer,17,1885.24,Health & Personal Care,,4524.576,0,2025-04,10–20%
471,129,52,2024-09-13,1,30,UPI,Yasmin Trivedi,Female,50,Pune,2023-11-15,Ivory Saree,1,1755.14,Clothing,135.0,1228.598,1,2024-09,20–30%
472,140,20,2025-06-10,4,20,UPI,Aayush Jani,Female,37,Pune,2021-12-31,Beige Marker Pack,6,418.27,Stationery,,1338.464,0,2025-06,10–20%
473,68,38,2024-11-09,5,25,Cash on Delivery,Aradhya Hans,Male,37,Hyderabad,2021-11-23,Silver Action Cam,18,15050.15,Cameras,,56438.0625,0,2024-11,20–30%
474,191,143,2025-04-05,2,20,UPI,Kashvi Soman,Male,42,Kolkata,2021-08-11,Gray Sneakers,2,2424.58,Footwear,,3879.328,0,2025-04,10–20%
475,189,1,2025-04-23,4,10,Card,Lakshay Bhattacharyya,Female,36,Jaipur,2023-06-02,Silver Formal Shoes,2,804.15,Footwear,,2894.94,0,2025-04,0–10%
476,131,185,2025-05-27,4,10,Card,Rohan Bhatia,Female,59,Ahmedabad,2022-01-05,MidnightBlue Flip‑Flops,2,728.82,Footwear,,2623.7520000000004,0,2025-05,0–10%
477,134,129,2024-07-09,5,20,UPI,Divyansh Shankar,Female,21,Hyderabad,2023-05-12,Magenta Remote Car,11,472.14,Toys,134.0,1888.56,1,2024-07,10–20%
478,129,4,2024-11-05,1,15,UPI,Yasmin Trivedi,Female,50,Pune,2023-11-15,SpringGreen Puzzle,11,3010.89,Toys,,2559.2565,0,2024-11,10–20%
479,131,119,2024-09-04,5,5,UPI,Rohan Bhatia,Female,59,Ahmedabad,2022-01-05,Olive Study Table,14,23953.3,Furniture,,113778.17499999999,0,2024-09,0–10%
480,179,178,2025-06-25,4,5,UPI,Lakshay Lall,Male,42,Ahmedabad,2023-07-14,RoyalBlue Kurta,1,2456.21,Clothing,10.0,9333.598,1,2025-06,0–10%
481,3,30,2025-03-12,4,10,UPI,Piya Tata,Male,18,Mumbai,2022-12-14,PeachPuff Notebook,5,471.42,Books,,1697.112,0,2025-03,0–10%
482,120,17,2024-09-11,4,0,UPI,Jivika Bora,Other,38,Pune,2023-05-25,DarkGray Hand Sanitizer,17,4139.54,Health & Personal Care,,16558.16,0,2024-09,0%
483,137,135,2025-01-26,5,0,Card,Uthkarsh Reddy,Male,20,Kolkata,2022-04-20,DarkMagenta Lamp,7,2141.4,Home Decor,,10707.0,0,2025-01,0%
484,146,27,2024-08-09,4,25,UPI,Nitya Suresh,Female,20,Pune,2021-08-07,Beige Digital Thermometer,17,3867.92,Health & Personal Care,,11603.76,0,2024-08,20–30%
485,97,169,2024-11-03,4,30,UPI,Bhamini Talwar,Male,45,Ahmedabad,2023-01-09,Aqua Acoustic Guitar,20,37325.59,Music & Instruments,,104511.65199999999,0,2024-11,20–30%
486,26,151,2025-02-24,2,10,Card,Shlok Devan,Male,35,Mumbai,2022-02-15,Tomato Jeans,1,606.7,Clothing,,1092.0600000000002,0,2025-02,0–10%
487,150,176,2024-11-20,2,15,Card,Samar Bawa,Female,57,Hyderabad,2022-12-24,MediumVioletRed Study Table,14,35427.64,Furniture,,60226.988,0,2024-11,10–20%
488,193,158,2024-09-02,4,0,NetBanking,Biju Toor,Male,43,Hyderabad,2022-07-23,Khaki Shampoo,9,158.12,Beauty,,632.48,0,2024-09,0%
489,83,190,2024-12-28,2,25,Cash on Delivery,Oorja Tak,Female,45,Kolkata,2021-09-04,LightCyan Wardrobe,14,24995.88,Furniture,,37493.82,0,2024-12,20–30%
490,70,124,2024-10-03,2,15,UPI,Amani Sastry,Female,52,Pune,2023-11-17,SlateGray Laptop,4,40250.55,Laptops,,68425.935,0,2024-10,10–20%
491,154,193,2025-05-17,1,20,Cash on Delivery,Ehsaan Bahri,Male,25,Pune,2022-09-02,DarkGray Action Cam,18,177715.85,Cameras,,142172.68000000002,0,2025-05,10–20%
492,62,154,2024-12-08,1,10,UPI,Jiya Tailor,Female,21,Chennai,2023-02-16,Crimson Smartphone,3,23248.77,Smartphones,,20923.893,0,2024-12,0–10%
493,69,108,2024-08-22,3,5,Card,Gatik Chandra,Male,20,Chennai,2023-11-03,AntiqueWhite Cricket Bat,12,5083.22,Sports Equipment,,14487.177,0,2024-08,0–10%
494,128,175,2024-11-24,1,25,UPI,Urvi Thaker,Female,50,Bengaluru,2022-05-25,White Smartphone,3,51034.7,Smartphones,,38276.024999999994,0,2024-11,20–30%
495,15,82,2025-05-16,5,10,UPI,Lavanya Lall,Male,19,Chennai,2023-05-05,DarkGoldenRod Building Blocks,11,2333.56,Toys,,10501.02,0,2025-05,0–10%
496,148,93,2024-09-10,2,20,UPI,Miraya Korpal,Male,36,Jaipur,2022-07-02,Gold Jeans,1,2296.6,Clothing,,3674.56,0,2024-09,10–20%
497,48,189,2025-03-15,3,0,UPI,Farhan Chadha,Other,59,Hyderabad,2023-05-08,FireBrick Cushion Cover,7,2931.85,Home Decor,,8795.55,0,2025-03,0%
498,156,83,2024-09-03,2,20,Cash on Delivery,Samar Wali,Male,25,Hyderabad,2024-04-19,LightYellow Lipstick,9,1168.26,Beauty,,1869.2160000000001,0,2024-09,10–20%
499,185,73,2024-11-18,3,20,Cash on Delivery,Nirvi Sem,Male,51,Jaipur,2021-09-24,PowderBlue Smart Watch,15,12303.7,Watches,,29528.880000000005,0,2024-11,10–20%
500,165,137,2025-06-12,4,15,Card,Piya Yogi,Female,44,Delhi,2022-11-01,Sienna Smartphone,3,62141.37,Smartphones,,211280.658,0,2025-06,10–20%
501,51,148,2025-04-29,1,15,UPI,Siya Bakshi,Male,48,Ahmedabad,2022-11-07,Maroon Notebook,5,894.41,Books,,760.2484999999999,0,2025-04,10–20%
502,73,74,2025-03-25,3,5,NetBanking,Aaina Swaminathan,Female,20,Hyderabad,2024-05-01,Peru Wall Art,7,2034.4,Home Decor,,5798.040000000001,0,2025-03,0–10%
503,20,170,2024-08-10,2,0,UPI,Hridaan Andra,Female,31,Delhi,2023-03-28,PaleVioletRed Smart Watch,15,12391.74,Watches,,24783.48,0,2024-08,0%
504,135,156,2025-05-27,3,25,UPI,Emir Deep,Other,55,Ahmedabad,2024-01-11,Turquoise Masala Pack,10,1785.23,Groceries,,4016.7675000000004,0,2025-05,20–30%
505,179,184,2025-01-12,2,25,Card,Lakshay Lall,Male,42,Ahmedabad,2023-07-14,DarkKhaki Cushion Cover,7,1216.44,Home Decor,,1824.66,0,2025-01,20–30%
506,58,87,2024-08-19,5,5,Card,Manjari Kohli,Female,32,Ahmedabad,2022-12-06,PaleGreen Wardrobe,14,23347.2,Furniture,,110899.2,0,2024-08,0–10%
507,9,18,2025-03-14,5,5,Cash on Delivery,Saksham Khurana,Male,41,Delhi,2023-02-08,HoneyDew Bluetooth Speaker,20,21063.58,Music & Instruments,,100052.005,0,2025-03,0–10%
508,33,83,2025-04-25,2,15,UPI,Sara Deshmukh,Male,44,Kolkata,2024-06-25,LightYellow Lipstick,9,1168.26,Beauty,,1986.042,0,2025-04,10–20%
509,193,154,2024-07-06,5,25,UPI,Biju Toor,Male,43,Hyderabad,2022-07-23,Crimson Smartphone,3,23248.77,Smartphones,,87182.88750000001,0,2024-07,20–30%
510,136,161,2025-03-24,3,5,UPI,Anaya Johal,Male,23,Mumbai,2022-02-19,Ivory Acoustic Guitar,20,11182.06,Music & Instruments,,31868.871,0,2025-03,0–10%
511,50,61,2024-11-19,3,5,UPI,Seher Wali,Female,55,Hyderabad,2022-07-03,LightGreen Mixer Grinder,8,7600.72,Kitchen Appliances,,21662.052,0,2024-11,0–10%
512,119,64,2024-12-02,5,25,UPI,Aarush Mall,Male,58,Pune,2021-11-27,LightGray Silver Necklace,16,58660.11,Jewellery,,219975.41249999998,0,2024-12,20–30%
513,48,107,2024-09-15,1,15,UPI,Farhan Chadha,Other,59,Hyderabad,2023-05-08,HoneyDew Wardrobe,14,20747.94,Furniture,,17635.749,0,2024-09,10–20%
514,63,53,2025-02-07,1,20,Cash on Delivery,Zain Sodhi,Female,18,Chennai,2023-02-06,Lime Digital Thermometer,17,2126.07,Health & Personal Care,,1700.8560000000002,0,2025-02,10–20%
515,125,69,2025-04-07,3,20,UPI,Bhavin Sekhon,Female,30,Ahmedabad,2024-04-18,LawnGreen Bluetooth Speaker,20,14063.43,Music & Instruments,,33752.232,0,2025-04,10–20%
516,89,70,2024-10-26,2,15,Card,Tiya Hayer,Male,38,Hyderabad,2023-12-26,Fuchsia Handheld Console,19,48637.29,Gaming Consoles,,82683.393,0,2024-10,10–20%
517,97,196,2024-12-09,1,10,UPI,Bhamini Talwar,Male,45,Ahmedabad,2023-01-09,Yellow Flip‑Flops,2,3289.1,Footwear,,2960.19,0,2024-12,0–10%
518,120,25,2024-10-16,3,20,NetBanking,Jivika Bora,Other,38,Pune,2023-05-25,Orchid Smartphone,3,7077.65,Smartphones,,16986.359999999997,0,2024-10,10–20%
519,121,77,2024-12-14,5,0,Cash on Delivery,Aarush Kara,Female,49,Chennai,2023-02-15,RosyBrown Seat Cover,13,738.44,Automotive Accessories,,3692.2000000000003,0,2024-12,0%
520,75,28,2025-06-23,5,15,UPI,Hridaan Lad,Male,44,Chennai,2024-01-14,DimGray Bracelet,16,57847.14,Jewellery,,245850.345,0,2025-06,10–20%
521,83,199,2024-07-03,2,10,UPI,Oorja Tak,Female,45,Kolkata,2021-09-04,Linen Wardrobe,14,31253.24,Furniture,,56255.832,0,2024-07,0–10%
522,86,184,2024-11-08,4,5,UPI,Jayant Gandhi,Female,32,Kolkata,2023-12-11,DarkKhaki Cushion Cover,7,1216.44,Home Decor,,4622.472,0,2024-11,0–10%
523,9,196,2025-05-10,3,5,UPI,Saksham Khurana,Male,41,Delhi,2023-02-08,Yellow Flip‑Flops,2,3289.1,Footwear,,9373.935,0,2025-05,0–10%
524,138,133,2025-03-08,5,25,UPI,Abram Dugar,Male,44,Bengaluru,2022-12-14,DeepSkyBlue Smartphone,3,8712.45,Smartphones,,32671.6875,0,2025-03,20–30%
525,149,45,2024-11-08,4,15,Card,Alisha Kala,Female,53,Bengaluru,2022-06-18,DarkRed Phone Mount,13,2587.08,Automotive Accessories,,8796.072,0,2024-11,10–20%
526,20,12,2025-04-25,3,25,UPI,Hridaan Andra,Female,31,Delhi,2023-03-28,PaleVioletRed Wardrobe,14,22507.18,Furniture,,50641.155000000006,0,2025-04,20–30%
527,140,17,2024-09-21,2,5,UPI,Aayush Jani,Female,37,Pune,2021-12-31,DarkGray Hand Sanitizer,17,4139.54,Health & Personal Care,,7865.125999999999,0,2024-09,0–10%
528,178,104,2024-11-01,1,15,Cash on Delivery,Nitya Das,Male,28,Pune,2022-04-01,MistyRose Digital Thermometer,17,3848.38,Health & Personal Care,,3271.123,0,2024-11,10–20%
529,6,49,2024-12-31,4,25,UPI,Dhanuk Sidhu,Male,48,Kolkata,2022-06-01,Peru Sandals,2,2090.59,Footwear,,6271.77,0,2024-12,20–30%
530,145,166,2024-08-19,4,30,Card,Uthkarsh Bhandari,Male,40,Kolkata,2022-02-03,Salmon Laptop,4,60862.34,Laptops,,170414.55199999997,0,2024-08,20–30%
531,57,53,2025-04-13,4,0,UPI,Ehsaan Bhavsar,Male,31,Hyderabad,2023-10-22,Lime Digital Thermometer,17,2126.07,Health & Personal Care,,8504.28,0,2025-04,0%
532,69,155,2025-01-06,1,5,UPI,Gatik Chandra,Male,20,Chennai,2023-11-03,Orchid Football,12,7845.8,Sports Equipment,,7453.51,0,2025-01,0–10%
533,79,178,2025-06-07,1,25,UPI,Ishita Kaul,Male,48,Chennai,2024-02-15,RoyalBlue Kurta,1,2456.21,Clothing,,1842.1575,0,2025-06,20–30%
534,112,88,2025-03-07,1,30,UPI,Aarna Mammen,Male,18,Kolkata,2024-05-25,MediumSpringGreen Notebook,5,604.3,Books,,423.00999999999993,0,2025-03,20–30%
535,179,76,2024-12-05,5,0,UPI,Lakshay Lall,Male,42,Ahmedabad,2023-07-14,Navy Face Cream,9,1726.03,Beauty,,8630.15,0,2024-12,0%
536,67,144,2025-03-14,2,15,UPI,Himmat Rajan,Female,55,Pune,2023-10-20,Snow Laptop,4,61008.5,Laptops,,103714.45,0,2025-03,10–20%
537,131,179,2025-02-22,5,25,Card,Rohan Bhatia,Female,59,Ahmedabad,2022-01-05,DeepSkyBlue Seat Cover,13,4632.7,Automotive Accessories,62.0,17372.625,1,2025-02,20–30%
538,176,38,2024-09-09,1,25,UPI,Vedika Sawhney,Male,56,Ahmedabad,2023-01-06,Silver Action Cam,18,15050.15,Cameras,,11287.6125,0,2024-09,20–30%
539,96,119,2024-12-12,3,30,NetBanking,Mohanlal Yadav,Female,49,Delhi,2023-02-04,Olive Study Table,14,23953.3,Furniture,,50301.92999999999,0,2024-12,20–30%
540,72,139,2024-10-21,2,30,UPI,Piya Khanna,Female,32,Kolkata,2023-02-18,DarkRed Wall Art,7,1327.64,Home Decor,,1858.696,0,2024-10,20–30%
541,134,14,2025-02-02,5,5,UPI,Divyansh Shankar,Female,21,Hyderabad,2023-05-12,DimGray Remote Car,11,2843.94,Toys,,13508.715,0,2025-02,0–10%
542,5,153,2025-03-30,4,20,UPI,Reyansh Gandhi,Female,37,Ahmedabad,2024-01-31,LightGreen Laptop,4,74883.98,Laptops,120.0,239628.736,1,2025-03,10–20%
543,111,118,2025-06-22,2,15,Cash on Delivery,Emir Aurora,Male,32,Bengaluru,2023-01-16,LawnGreen Cricket Bat,12,4818.19,Sports Equipment,52.0,8190.922999999999,1,2025-06,10–20%
544,16,4,2025-02-20,2,0,UPI,Ivana Datta,Female,23,Chennai,2024-03-31,SpringGreen Puzzle,11,3010.89,Toys,,6021.78,0,2025-02,0%
545,53,37,2025-05-25,2,25,UPI,Vedika Upadhyay,Female,24,Chennai,2023-08-10,SeaShell Blouse,1,1380.39,Clothing,,2070.585,0,2025-05,20–30%
546,17,42,2025-02-19,5,5,UPI,Ivan Rao,Male,59,Pune,2022-09-10,Chocolate Study Table,14,32861.59,Furniture,,156092.55249999996,0,2025-02,0–10%
547,39,122,2025-01-02,4,25,Card,Hazel Boase,Female,25,Chennai,2024-03-21,DarkSlateBlue Gold Ring,16,23512.72,Jewellery,,70538.16,0,2025-01,20–30%
548,133,18,2025-02-14,4,20,UPI,Siya Vora,Female,23,Ahmedabad,2022-06-22,HoneyDew Bluetooth Speaker,20,21063.58,Music & Instruments,,67403.456,0,2025-02,10–20%
549,88,11,2025-04-27,5,10,Card,Lakshay Bhasin,Male,48,Kolkata,2021-09-24,Snow Novel,5,397.74,Books,75.0,1789.8300000000002,1,2025-04,0–10%
550,91,160,2025-04-23,2,15,UPI,Jivin Hans,Female,24,Pune,2023-08-11,Violet Laptop,4,149989.17,Laptops,,254981.589,0,2025-04,10–20%
551,25,55,2025-07-03,4,15,UPI,Tarini Anne,Female,47,Delhi,2022-04-26,WhiteSmoke Gaming Console,19,16921.41,Gaming Consoles,,57532.793999999994,0,2025-07,10–20%
552,21,145,2025-06-20,5,30,UPI,Badal Sha,Female,43,Hyderabad,2021-11-18,SlateBlue Novel,5,816.45,Books,,2857.575,0,2025-06,20–30%
553,110,14,2024-10-27,4,15,Card,Rasha Bhagat,Male,23,Pune,2023-06-21,DimGray Remote Car,11,2843.94,Toys,,9669.396,0,2024-10,10–20%
554,136,70,2024-09-19,2,30,Card,Anaya Johal,Male,23,Mumbai,2022-02-19,Fuchsia Handheld Console,19,48637.29,Gaming Consoles,,68092.20599999999,0,2024-09,20–30%
555,174,196,2025-03-02,5,5,Card,Arnav Sathe,Female,47,Ahmedabad,2021-09-30,Yellow Flip‑Flops,2,3289.1,Footwear,,15623.224999999999,0,2025-03,0–10%
556,34,124,2024-09-29,5,15,Card,Shray Bail,Male,37,Chennai,2022-05-31,SlateGray Laptop,4,40250.55,Laptops,,171064.8375,0,2024-09,10–20%
557,35,55,2024-08-02,5,20,Cash on Delivery,Lakshay Devan,Male,34,Ahmedabad,2023-09-25,WhiteSmoke Gaming Console,19,16921.41,Gaming Consoles,,67685.64,0,2024-08,10–20%
558,26,112,2024-10-26,3,25,Cash on Delivery,Shlok Devan,Male,35,Mumbai,2022-02-15,Magenta T‑Shirt,1,2105.15,Clothing,,4736.587500000001,0,2024-10,20–30%
559,100,65,2025-02-05,4,20,Card,Ela Dhillon,Male,44,Mumbai,2024-03-17,PaleGoldenRod Jeans,1,2254.78,Clothing,100.0,7215.296000000001,1,2025-02,10–20%
560,35,171,2025-04-04,4,25,UPI,Lakshay Devan,Male,34,Ahmedabad,2023-09-25,SeaShell Yoga Mat,12,2047.86,Sports Equipment,,6143.58,0,2025-04,20–30%
561,181,174,2024-11-04,1,15,Cash on Delivery,Neelofar Mammen,Female,38,Kolkata,2023-03-09,Peru Study Table,14,36526.3,Furniture,,31047.355000000003,0,2024-11,10–20%
562,15,29,2025-05-14,4,15,UPI,Lavanya Lall,Male,19,Chennai,2023-05-05,HotPink Action Cam,18,245323.23,Cameras,,834098.982,0,2025-05,10–20%
563,67,181,2024-10-08,5,10,UPI,Himmat Rajan,Female,55,Pune,2023-10-20,MediumSpringGreen Masala Pack,10,1116.89,Groceries,,5026.005000000001,0,2024-10,0–10%
564,169,177,2024-09-01,5,5,Card,Saira Master,Female,57,Delhi,2022-01-10,LightSlateGray Seat Cover,13,705.36,Automotive Accessories,,3350.46,0,2024-09,0–10%
565,137,189,2024-11-20,5,30,Card,Uthkarsh Reddy,Male,20,Kolkata,2022-04-20,FireBrick Cushion Cover,7,2931.85,Home Decor,,10261.474999999999,0,2024-11,20–30%
566,164,101,2025-01-30,5,25,UPI,Baiju Sangha,Male,26,Chennai,2024-06-12,Lavender Analog Watch,15,4738.27,Watches,,17768.5125,0,2025-01,20–30%
567,180,192,2025-02-28,1,0,Card,Miraya Das,Male,50,Delhi,2023-10-03,Turquoise Wall Art,7,2307.73,Home Decor,33.0,2307.73,1,2025-02,0%
568,107,187,2024-07-05,4,15,UPI,Dharmajan Som,Female,43,Pune,2023-03-18,Yellow DSLR Camera,18,225198.26,Cameras,,765674.084,0,2024-07,10–20%
569,120,44,2024-11-23,4,0,UPI,Jivika Bora,Other,38,Pune,2023-05-25,RosyBrown Smartphone,3,69677.29,Smartphones,,278709.16,0,2024-11,0%
570,186,9,2025-02-08,3,25,UPI,Kiaan Badami,Female,48,Mumbai,2023-01-25,Silver Remote Car,11,1678.46,Toys,,3776.535,0,2025-02,20–30%
571,10,170,2024-12-06,4,30,UPI,Ela Wali,Male,37,Pune,2022-06-22,PaleVioletRed Smart Watch,15,12391.74,Watches,,34696.871999999996,0,2024-12,20–30%
572,158,154,2024-12-24,3,30,Cash on Delivery,Nishith Soman,Female,38,Delhi,2024-05-17,Crimson Smartphone,3,23248.77,Smartphones,117.0,48822.416999999994,1,2024-12,20–30%
573,125,104,2024-10-23,2,0,Cash on Delivery,Bhavin Sekhon,Female,30,Ahmedabad,2024-04-18,MistyRose Digital Thermometer,17,3848.38,Health & Personal Care,,7696.76,0,2024-10,0%
574,186,159,2025-03-26,5,25,UPI,Kiaan Badami,Female,48,Mumbai,2023-01-25,LightSalmon Pen Set,6,214.12,Stationery,,802.9499999999999,0,2025-03,20–30%
575,75,91,2024-08-09,4,15,UPI,Hridaan Lad,Male,44,Chennai,2024-01-14,DarkOrange Flip‑Flops,2,2263.41,Footwear,,7695.593999999999,0,2024-08,10–20%
576,187,128,2025-02-19,3,0,UPI,Lakshay Varughese,Male,38,Kolkata,2023-06-25,GreenYellow Laptop,4,99102.9,Laptops,,297308.69999999995,0,2025-02,0%
577,111,53,2024-12-13,4,20,UPI,Emir Aurora,Male,32,Bengaluru,2023-01-16,Lime Digital Thermometer,17,2126.07,Health & Personal Care,,6803.424000000001,0,2024-12,10–20%
578,159,53,2025-01-27,4,25,UPI,Nehmat Kulkarni,Female,30,Hyderabad,2022-04-28,Lime Digital Thermometer,17,2126.07,Health & Personal Care,,6378.210000000001,0,2025-01,20–30%
579,76,150,2025-06-19,2,25,UPI,Vidur Varghese,Female,50,Bengaluru,2024-07-01,DarkGray Jeans,1,1715.54,Clothing,,2573.31,0,2025-06,20–30%
580,153,63,2025-01-07,4,10,Card,Aarna Virk,Male,45,Mumbai,2022-12-12,DarkOrange Textbook,5,817.38,Books,,2942.568,0,2025-01,0–10%
581,167,74,2025-03-22,2,5,UPI,Onkar Edwin,Male,20,Bengaluru,2024-03-25,Peru Wall Art,7,2034.4,Home Decor,,3865.36,0,2025-03,0–10%
582,56,197,2024-10-17,2,10,UPI,Manikya Ganesan,Male,25,Mumbai,2024-06-22,GoldenRod Bracelet,16,31238.85,Jewellery,,56229.93,0,2024-10,0–10%
583,158,49,2025-05-14,5,20,Card,Nishith Soman,Female,38,Delhi,2024-05-17,Peru Sandals,2,2090.59,Footwear,,8362.36,0,2025-05,10–20%
584,3,101,2025-05-02,2,10,Cash on Delivery,Piya Tata,Male,18,Mumbai,2022-12-14,Lavender Analog Watch,15,4738.27,Watches,,8528.886,0,2025-05,0–10%
585,31,138,2025-03-13,3,0,UPI,Armaan Agate,Male,48,Chennai,2023-12-19,Brown Football,12,9572.95,Sports Equipment,,28718.850000000002,0,2025-03,0%
586,128,185,2025-02-03,3,25,Card,Urvi Thaker,Female,50,Bengaluru,2022-05-25,MidnightBlue Flip‑Flops,2,728.82,Footwear,4.0,1639.845,1,2025-02,20–30%
587,46,182,2025-01-16,2,0,UPI,Pranay Sharma,Male,55,Jaipur,2023-07-23,LightGreen Building Blocks,11,2395.42,Toys,,4790.84,0,2025-01,0%
588,163,97,2024-09-11,1,0,Cash on Delivery,Amira Warrior,Female,57,Ahmedabad,2024-01-17,LightPink Acoustic Guitar,20,20123.48,Music & Instruments,,20123.48,0,2024-09,0%
589,120,198,2025-03-13,2,30,UPI,Jivika Bora,Other,38,Pune,2023-05-25,SaddleBrown Marker Pack,6,345.38,Stationery,,483.532,0,2025-03,20–30%
590,93,44,2025-05-05,1,10,Card,Nitara Sem,Male,25,Hyderabad,2021-10-23,RosyBrown Smartphone,3,69677.29,Smartphones,,62709.560999999994,0,2025-05,0–10%
591,141,49,2025-02-13,4,30,UPI,Abram Manda,Male,35,Hyderabad,2023-04-06,Peru Sandals,2,2090.59,Footwear,40.0,5853.652,1,2025-02,20–30%
592,30,98,2024-10-06,1,10,UPI,Riya Chatterjee,Female,34,Ahmedabad,2023-08-26,Yellow Pen Set,6,70.93,Stationery,,63.83700000000001,0,2024-10,0–10%
593,198,148,2024-07-06,3,0,UPI,Divij Vala,Female,47,Delhi,2021-08-12,Maroon Notebook,5,894.41,Books,,2683.23,0,2024-07,0%
594,139,2,2025-05-11,3,30,Card,Shaan Lanka,Male,57,Bengaluru,2023-05-14,YellowGreen Dining Chair,14,6630.22,Furniture,,13923.462,0,2025-05,20–30%
595,11,152,2025-01-02,2,20,Cash on Delivery,Darshit Sem,Male,32,Bengaluru,2024-06-27,SaddleBrown Marker Pack,6,196.21,Stationery,25.0,313.93600000000004,1,2025-01,10–20%
596,68,82,2025-02-18,1,25,Card,Aradhya Hans,Male,37,Hyderabad,2021-11-23,DarkGoldenRod Building Blocks,11,2333.56,Toys,,1750.17,0,2025-02,20–30%
597,150,10,2025-01-30,2,30,UPI,Samar Bawa,Female,57,Hyderabad,2022-12-24,Moccasin Sneakers,2,2833.98,Footwear,,3967.5719999999997,0,2025-01,20–30%
598,98,160,2024-10-06,2,15,Card,Mishti Mani,Male,19,Ahmedabad,2022-05-26,Violet Laptop,4,149989.17,Laptops,59.0,254981.589,1,2024-10,10–20%
599,69,76,2025-02-01,2,5,UPI,Gatik Chandra,Male,20,Chennai,2023-11-03,Navy Face Cream,9,1726.03,Beauty,,3279.457,0,2025-02,0–10%
600,31,127,2025-06-01,2,20,UPI,Armaan Agate,Male,48,Chennai,2023-12-19,MediumVioletRed Cushion Cover,7,4694.76,Home Decor,136.0,7511.616000000001,1,2025-06,10–20%
601,92,66,2024-08-21,3,0,Card,Ranbir Atwal,Other,50,Ahmedabad,2022-08-15,Plum Gaming Console,19,30047.65,Gaming Consoles,,90142.95000000001,0,2024-08,0%
602,159,5,2024-07-12,4,20,UPI,Nehmat Kulkarni,Female,30,Hyderabad,2022-04-28,Red Pen Set,6,201.41,Stationery,,644.5120000000001,0,2024-07,10–20%
