order_id,customer_id,product_id,order_date,quantity,discount,payment_method,name,gender,age,age group,region,signup_date,product_name,category_id,price,category_name,return_id,net_price,is_returned,month,month_name,discount_bin,
429,92,200,07-04-2025,2,20,UPI,Ranbir Atwal,Other,50,45+,Ahmedabad,15-08-2022,RoyalBlue Smartphone,3,24143.37,Smartphones,,38629.392,0,2025-04,April,10–20%,
430,168,109,28-11-2024,4,25,UPI,Azad Choudhry,Female,21,<25,Bengaluru,08-03-2024,Ivory Wall Art,7,4888.33,Home Decor,,14664.99,0,2024-11,November,20%+,
431,138,83,08-05-2025,5,15,UPI,Abram Dugar,Male,44,35–44,Bengaluru,14-12-2022,LightYellow Lipstick,9,1168.26,Beauty,,4965.105,0,2025-05,May,10–20%,
432,174,70,07-06-2025,5,0,NetBanking,Arnav Sathe,Female,47,45+,Ahmedabad,30-09-2021,Fuchsia Handheld Console,19,48637.29,Gaming Consoles,,243186.45,0,2025-06,June,0%,
433,131,195,20-02-2025,3,0,Card,Rohan Bhatia,Female,59,45+,Ahmedabad,05-01-2022,BlueViolet Digital Thermometer,17,5870.29,Health & Personal Care,,17610.87,0,2025-02,February,0%,
434,178,95,30-07-2024,1,5,UPI,Nitya Das,Male,28,25–34,Pune,01-04-2022,DarkSlateGray Lipstick,9,418.24,Beauty,,397.328,0,2024-07,July,0–10%,
435,39,94,14-03-2025,5,0,UPI,Hazel Boase,Female,25,25–34,Chennai,21-03-2024,Yellow Electric Kettle,8,10764.87,Kitchen Appliances,,53824.35,0,2025-03,March,0%,
436,100,105,23-09-2024,2,25,UPI,Ela Dhillon,Male,44,35–44,Mumbai,17-03-2024,Crimson Seat Cover,13,6421.59,Automotive Accessories,,9632.385,0,2024-09,September,20%+,
437,172,178,03-04-2025,4,10,UPI,Kiara Mani,Male,25,25–34,Delhi,26-10-2023,RoyalBlue Kurta,1,2456.21,Clothing,,8842.356,0,2025-04,April,0–10%,
438,66,120,03-07-2024,1,30,Card,Bhavin Cherian,Male,48,45+,Mumbai,26-04-2024,GreenYellow Dining Chair,14,26100.44,Furniture,81,18270.308,1,2024-07,July,20%+,
439,182,30,15-10-2024,2,0,Card,Aayush Tara,Male,27,25–34,Pune,25-02-2022,PeachPuff Notebook,5,471.42,Books,,942.84,0,2024-10,October,0%,
440,185,196,24-09-2024,1,0,Card,Nirvi Sem,Male,51,45+,Jaipur,24-09-2021,Yellow Flipâ€‘Flops,2,3289.1,Footwear,,3289.1,0,2024-09,September,0%,
441,166,188,04-12-2024,1,30,UPI,Ranbir Goyal,Female,34,25–34,Chennai,25-11-2021,YellowGreen Smartphone,3,54576.4,Smartphones,,38203.48,0,2024-12,December,20%+,
442,158,83,20-08-2024,1,0,Card,Nishith Soman,Female,38,35–44,Delhi,17-05-2024,LightYellow Lipstick,9,1168.26,Beauty,,1168.26,0,2024-08,August,0%,
443,70,14,05-07-2024,5,5,Card,Amani Sastry,Female,52,45+,Pune,17-11-2023,DimGray Remote Car,11,2843.94,Toys,,13508.715,0,2024-07,July,0–10%,
444,149,66,15-06-2025,4,10,Cash on Delivery,Alisha Kala,Female,53,45+,Bengaluru,18-06-2022,Plum Gaming Console,19,30047.65,Gaming Consoles,,108171.54,0,2025-06,June,0–10%,
445,58,128,01-06-2025,1,20,UPI,Manjari Kohli,Female,32,25–34,Ahmedabad,06-12-2022,GreenYellow Laptop,4,99102.9,Laptops,,79282.32,0,2025-06,June,10–20%,
446,84,75,25-08-2024,1,20,UPI,Krish Shan,Male,33,25–34,Delhi,23-09-2022,MediumAquaMarine Flipâ€‘Flops,2,1812.67,Footwear,,1450.136,0,2024-08,August,10–20%,
447,141,93,28-11-2024,3,10,Cash on Delivery,Abram Manda,Male,35,35–44,Hyderabad,06-04-2023,Gold Jeans,1,2296.6,Clothing,114,6200.82,1,2024-11,November,0–10%,
448,75,101,08-03-2025,4,15,Card,Hridaan Lad,Male,44,35–44,Chennai,14-01-2024,Lavender Analog Watch,15,4738.27,Watches,84,16110.118,1,2025-03,March,10–20%,
449,68,125,30-06-2025,5,0,UPI,Aradhya Hans,Male,37,35–44,Hyderabad,23-11-2021,Ivory Yoga Mat,12,6260.71,Sports Equipment,,31303.55,0,2025-06,June,0%,
450,181,48,19-04-2025,4,15,UPI,Neelofar Mammen,Female,38,35–44,Kolkata,09-03-2023,Maroon Marker Pack,6,223.42,Stationery,,759.628,0,2025-04,April,10–20%,
451,162,106,07-01-2025,5,0,UPI,Diya Bora,Female,33,25–34,Mumbai,02-01-2022,FireBrick Analog Watch,15,1559.23,Watches,,7796.15,0,2025-01,January,0%,
452,187,128,19-12-2024,1,30,Card,Lakshay Varughese,Male,38,35–44,Kolkata,25-06-2023,GreenYellow Laptop,4,99102.9,Laptops,,69372.03,0,2024-12,December,20%+,
453,58,92,18-01-2025,4,15,UPI,Manjari Kohli,Female,32,25–34,Ahmedabad,06-12-2022,BurlyWood Bluetooth Speaker,20,28376.79,Music & Instruments,,96481.086,0,2025-01,January,10–20%,
454,166,21,28-09-2024,5,10,Cash on Delivery,Ranbir Goyal,Female,34,25–34,Chennai,25-11-2021,PaleGoldenRod Bracelet,16,21540.73,Jewellery,132,96933.285,1,2024-09,September,0–10%,
455,122,84,07-05-2025,4,5,Card,Shray Lata,Male,49,45+,Hyderabad,17-01-2022,DarkRed Cricket Bat,12,9502.25,Sports Equipment,,36108.55,0,2025-05,May,0–10%,
456,140,39,11-07-2024,2,5,UPI,Aayush Jani,Female,37,35–44,Pune,31-12-2021,RosyBrown Puzzle,11,3353.03,Toys,,6370.757,0,2024-07,July,0–10%,
457,56,63,19-10-2024,4,20,UPI,Manikya Ganesan,Male,25,25–34,Mumbai,22-06-2024,DarkOrange Textbook,5,817.38,Books,,2615.616,0,2024-10,October,10–20%,
458,142,98,31-10-2024,3,15,Card,Mohanlal Devan,Male,37,35–44,Hyderabad,09-01-2023,Yellow Pen Set,6,70.93,Stationery,,180.8715,0,2024-10,October,10–20%,
459,89,167,20-05-2025,3,20,NetBanking,Tiya Hayer,Male,38,35–44,Hyderabad,26-12-2023,GoldenRod Olive Oil,10,1914.7,Groceries,,4595.28,0,2025-05,May,10–20%,
460,19,173,17-11-2024,5,0,Cash on Delivery,Parinaaz Jani,Female,53,45+,Chennai,05-06-2022,Green Wall Art,7,4594.67,Home Decor,,22973.35,0,2024-11,November,0%,
461,124,8,31-10-2024,3,20,Cash on Delivery,Romil Mahal,Female,43,35–44,Jaipur,03-02-2023,SlateGray Bluetooth Speaker,20,3259.21,Music & Instruments,,7822.104,0,2024-10,October,10–20%,
462,121,60,02-08-2024,5,15,Card,Aarush Kara,Female,49,45+,Chennai,15-02-2023,Teal Saree,1,1096.45,Clothing,8,4659.9125,1,2024-08,August,10–20%,
463,82,69,09-09-2024,1,15,Card,Elakshi Bali,Female,59,45+,Pune,15-02-2022,LawnGreen Bluetooth Speaker,20,14063.43,Music & Instruments,,11953.9155,0,2024-09,September,10–20%,
464,76,103,11-07-2024,5,15,Card,Vidur Varghese,Female,50,45+,Bengaluru,01-07-2024,DarkBlue Action Cam,18,203384.45,Cameras,,864383.9125,0,2024-07,July,10–20%,
465,128,119,06-04-2025,4,0,UPI,Urvi Thaker,Female,50,45+,Bengaluru,25-05-2022,Olive Study Table,14,23953.3,Furniture,,95813.2,0,2025-04,April,0%,
466,67,24,22-07-2024,4,20,UPI,Himmat Rajan,Female,55,45+,Pune,20-10-2023,Brown Building Blocks,11,822.9,Toys,,2633.28,0,2024-07,July,10–20%,
467,182,22,01-08-2024,2,20,UPI,Aayush Tara,Male,27,25–34,Pune,25-02-2022,MediumAquaMarine Puzzle,11,2027.87,Toys,,3244.592,0,2024-08,August,10–20%,
468,73,103,25-09-2024,1,30,Card,Aaina Swaminathan,Female,20,<25,Hyderabad,01-05-2024,DarkBlue Action Cam,18,203384.45,Cameras,,142369.115,0,2024-09,September,20%+,
469,93,62,22-05-2025,3,25,UPI,Nitara Sem,Male,25,25–34,Hyderabad,23-10-2021,Purple Smartphone,3,52580.92,Smartphones,,118307.07,0,2025-05,May,20%+,
470,28,100,25-04-2025,3,20,Card,Hunar Bhasin,Male,34,25–34,Mumbai,15-04-2024,LightSalmon Digital Thermometer,17,1885.24,Health & Personal Care,,4524.576,0,2025-04,April,10–20%,
471,129,52,13-09-2024,1,30,UPI,Yasmin Trivedi,Female,50,45+,Pune,15-11-2023,Ivory Saree,1,1755.14,Clothing,135,1228.598,1,2024-09,September,20%+,
472,140,20,10-06-2025,4,20,UPI,Aayush Jani,Female,37,35–44,Pune,31-12-2021,Beige Marker Pack,6,418.27,Stationery,,1338.464,0,2025-06,June,10–20%,
473,68,38,09-11-2024,5,25,Cash on Delivery,Aradhya Hans,Male,37,35–44,Hyderabad,23-11-2021,Silver Action Cam,18,15050.15,Cameras,,56438.0625,0,2024-11,November,20%+,
474,191,143,05-04-2025,2,20,UPI,Kashvi Soman,Male,42,35–44,Kolkata,11-08-2021,Gray Sneakers,2,2424.58,Footwear,,3879.328,0,2025-04,April,10–20%,
475,189,1,23-04-2025,4,10,Card,Lakshay Bhattacharyya,Female,36,35–44,Jaipur,02-06-2023,Silver Formal Shoes,2,804.15,Footwear,,2894.94,0,2025-04,April,0–10%,
476,131,185,27-05-2025,4,10,Card,Rohan Bhatia,Female,59,45+,Ahmedabad,05-01-2022,MidnightBlue Flipâ€‘Flops,2,728.82,Footwear,,2623.752,0,2025-05,May,0–10%,
477,134,129,09-07-2024,5,20,UPI,Divyansh Shankar,Female,21,<25,Hyderabad,12-05-2023,Magenta Remote Car,11,472.14,Toys,134,1888.56,1,2024-07,July,10–20%,
478,129,4,05-11-2024,1,15,UPI,Yasmin Trivedi,Female,50,45+,Pune,15-11-2023,SpringGreen Puzzle,11,3010.89,Toys,,2559.2565,0,2024-11,November,10–20%,
479,131,119,04-09-2024,5,5,UPI,Rohan Bhatia,Female,59,45+,Ahmedabad,05-01-2022,Olive Study Table,14,23953.3,Furniture,,113778.175,0,2024-09,September,0–10%,
480,179,178,25-06-2025,4,5,UPI,Lakshay Lall,Male,42,35–44,Ahmedabad,14-07-2023,RoyalBlue Kurta,1,2456.21,Clothing,10,9333.598,1,2025-06,June,0–10%,
481,3,30,12-03-2025,4,10,UPI,Piya Tata,Male,18,<25,Mumbai,14-12-2022,PeachPuff Notebook,5,471.42,Books,,1697.112,0,2025-03,March,0–10%,
482,120,17,11-09-2024,4,0,UPI,Jivika Bora,Other,38,35–44,Pune,25-05-2023,DarkGray Hand Sanitizer,17,4139.54,Health & Personal Care,,16558.16,0,2024-09,September,0%,
483,137,135,26-01-2025,5,0,Card,Uthkarsh Reddy,Male,20,<25,Kolkata,20-04-2022,DarkMagenta Lamp,7,2141.4,Home Decor,,10707,0,2025-01,January,0%,
484,146,27,09-08-2024,4,25,UPI,Nitya Suresh,Female,20,<25,Pune,07-08-2021,Beige Digital Thermometer,17,3867.92,Health & Personal Care,,11603.76,0,2024-08,August,20%+,
485,97,169,03-11-2024,4,30,UPI,Bhamini Talwar,Male,45,45+,Ahmedabad,09-01-2023,Aqua Acoustic Guitar,20,37325.59,Music & Instruments,,104511.652,0,2024-11,November,20%+,
486,26,151,24-02-2025,2,10,Card,Shlok Devan,Male,35,35–44,Mumbai,15-02-2022,Tomato Jeans,1,606.7,Clothing,,1092.06,0,2025-02,February,0–10%,
487,150,176,20-11-2024,2,15,Card,Samar Bawa,Female,57,45+,Hyderabad,24-12-2022,MediumVioletRed Study Table,14,35427.64,Furniture,,60226.988,0,2024-11,November,10–20%,
488,193,158,02-09-2024,4,0,NetBanking,Biju Toor,Male,43,35–44,Hyderabad,23-07-2022,Khaki Shampoo,9,158.12,Beauty,,632.48,0,2024-09,September,0%,
489,83,190,28-12-2024,2,25,Cash on Delivery,Oorja Tak,Female,45,45+,Kolkata,04-09-2021,LightCyan Wardrobe,14,24995.88,Furniture,,37493.82,0,2024-12,December,20%+,
490,70,124,03-10-2024,2,15,UPI,Amani Sastry,Female,52,45+,Pune,17-11-2023,SlateGray Laptop,4,40250.55,Laptops,,68425.935,0,2024-10,October,10–20%,
491,154,193,17-05-2025,1,20,Cash on Delivery,Ehsaan Bahri,Male,25,25–34,Pune,02-09-2022,DarkGray Action Cam,18,177715.85,Cameras,,142172.68,0,2025-05,May,10–20%,
492,62,154,08-12-2024,1,10,UPI,Jiya Tailor,Female,21,<25,Chennai,16-02-2023,Crimson Smartphone,3,23248.77,Smartphones,,20923.893,0,2024-12,December,0–10%,
493,69,108,22-08-2024,3,5,Card,Gatik Chandra,Male,20,<25,Chennai,03-11-2023,AntiqueWhite Cricket Bat,12,5083.22,Sports Equipment,,14487.177,0,2024-08,August,0–10%,
494,128,175,24-11-2024,1,25,UPI,Urvi Thaker,Female,50,45+,Bengaluru,25-05-2022,White Smartphone,3,51034.7,Smartphones,,38276.025,0,2024-11,November,20%+,
495,15,82,16-05-2025,5,10,UPI,Lavanya Lall,Male,19,<25,Chennai,05-05-2023,DarkGoldenRod Building Blocks,11,2333.56,Toys,,10501.02,0,2025-05,May,0–10%,
496,148,93,10-09-2024,2,20,UPI,Miraya Korpal,Male,36,35–44,Jaipur,02-07-2022,Gold Jeans,1,2296.6,Clothing,,3674.56,0,2024-09,September,10–20%,
497,48,189,15-03-2025,3,0,UPI,Farhan Chadha,Other,59,45+,Hyderabad,08-05-2023,FireBrick Cushion Cover,7,2931.85,Home Decor,,8795.55,0,2025-03,March,0%,
498,156,83,03-09-2024,2,20,Cash on Delivery,Samar Wali,Male,25,25–34,Hyderabad,19-04-2024,LightYellow Lipstick,9,1168.26,Beauty,,1869.216,0,2024-09,September,10–20%,
499,185,73,18-11-2024,3,20,Cash on Delivery,Nirvi Sem,Male,51,45+,Jaipur,24-09-2021,PowderBlue Smart Watch,15,12303.7,Watches,,29528.88,0,2024-11,November,10–20%,
500,165,137,12-06-2025,4,15,Card,Piya Yogi,Female,44,35–44,Delhi,01-11-2022,Sienna Smartphone,3,62141.37,Smartphones,,211280.658,0,2025-06,June,10–20%,
501,51,148,29-04-2025,1,15,UPI,Siya Bakshi,Male,48,45+,Ahmedabad,07-11-2022,Maroon Notebook,5,894.41,Books,,760.2485,0,2025-04,April,10–20%,
502,73,74,25-03-2025,3,5,NetBanking,Aaina Swaminathan,Female,20,<25,Hyderabad,01-05-2024,Peru Wall Art,7,2034.4,Home Decor,,5798.04,0,2025-03,March,0–10%,
503,20,170,10-08-2024,2,0,UPI,Hridaan Andra,Female,31,25–34,Delhi,28-03-2023,PaleVioletRed Smart Watch,15,12391.74,Watches,,24783.48,0,2024-08,August,0%,
504,135,156,27-05-2025,3,25,UPI,Emir Deep,Other,55,45+,Ahmedabad,11-01-2024,Turquoise Masala Pack,10,1785.23,Groceries,,4016.7675,0,2025-05,May,20%+,
505,179,184,12-01-2025,2,25,Card,Lakshay Lall,Male,42,35–44,Ahmedabad,14-07-2023,DarkKhaki Cushion Cover,7,1216.44,Home Decor,,1824.66,0,2025-01,January,20%+,
506,58,87,19-08-2024,5,5,Card,Manjari Kohli,Female,32,25–34,Ahmedabad,06-12-2022,PaleGreen Wardrobe,14,23347.2,Furniture,,110899.2,0,2024-08,August,0–10%,
507,9,18,14-03-2025,5,5,Cash on Delivery,Saksham Khurana,Male,41,35–44,Delhi,08-02-2023,HoneyDew Bluetooth Speaker,20,21063.58,Music & Instruments,,100052.005,0,2025-03,March,0–10%,
508,33,83,25-04-2025,2,15,UPI,Sara Deshmukh,Male,44,35–44,Kolkata,25-06-2024,LightYellow Lipstick,9,1168.26,Beauty,,1986.042,0,2025-04,April,10–20%,
509,193,154,06-07-2024,5,25,UPI,Biju Toor,Male,43,35–44,Hyderabad,23-07-2022,Crimson Smartphone,3,23248.77,Smartphones,,87182.8875,0,2024-07,July,20%+,
510,136,161,24-03-2025,3,5,UPI,Anaya Johal,Male,23,<25,Mumbai,19-02-2022,Ivory Acoustic Guitar,20,11182.06,Music & Instruments,,31868.871,0,2025-03,March,0–10%,
511,50,61,19-11-2024,3,5,UPI,Seher Wali,Female,55,45+,Hyderabad,03-07-2022,LightGreen Mixer Grinder,8,7600.72,Kitchen Appliances,,21662.052,0,2024-11,November,0–10%,
512,119,64,02-12-2024,5,25,UPI,Aarush Mall,Male,58,45+,Pune,27-11-2021,LightGray Silver Necklace,16,58660.11,Jewellery,,219975.4125,0,2024-12,December,20%+,
513,48,107,15-09-2024,1,15,UPI,Farhan Chadha,Other,59,45+,Hyderabad,08-05-2023,HoneyDew Wardrobe,14,20747.94,Furniture,,17635.749,0,2024-09,September,10–20%,
514,63,53,07-02-2025,1,20,Cash on Delivery,Zain Sodhi,Female,18,<25,Chennai,06-02-2023,Lime Digital Thermometer,17,2126.07,Health & Personal Care,,1700.856,0,2025-02,February,10–20%,
515,125,69,07-04-2025,3,20,UPI,Bhavin Sekhon,Female,30,25–34,Ahmedabad,18-04-2024,LawnGreen Bluetooth Speaker,20,14063.43,Music & Instruments,,33752.232,0,2025-04,April,10–20%,
516,89,70,26-10-2024,2,15,Card,Tiya Hayer,Male,38,35–44,Hyderabad,26-12-2023,Fuchsia Handheld Console,19,48637.29,Gaming Consoles,,82683.393,0,2024-10,October,10–20%,
517,97,196,09-12-2024,1,10,UPI,Bhamini Talwar,Male,45,45+,Ahmedabad,09-01-2023,Yellow Flipâ€‘Flops,2,3289.1,Footwear,,2960.19,0,2024-12,December,0–10%,
518,120,25,16-10-2024,3,20,NetBanking,Jivika Bora,Other,38,35–44,Pune,25-05-2023,Orchid Smartphone,3,7077.65,Smartphones,,16986.36,0,2024-10,October,10–20%,
519,121,77,14-12-2024,5,0,Cash on Delivery,Aarush Kara,Female,49,45+,Chennai,15-02-2023,RosyBrown Seat Cover,13,738.44,Automotive Accessories,,3692.2,0,2024-12,December,0%,
520,75,28,23-06-2025,5,15,UPI,Hridaan Lad,Male,44,35–44,Chennai,14-01-2024,DimGray Bracelet,16,57847.14,Jewellery,,245850.345,0,2025-06,June,10–20%,
521,83,199,03-07-2024,2,10,UPI,Oorja Tak,Female,45,45+,Kolkata,04-09-2021,Linen Wardrobe,14,31253.24,Furniture,,56255.832,0,2024-07,July,0–10%,
522,86,184,08-11-2024,4,5,UPI,Jayant Gandhi,Female,32,25–34,Kolkata,11-12-2023,DarkKhaki Cushion Cover,7,1216.44,Home Decor,,4622.472,0,2024-11,November,0–10%,
523,9,196,10-05-2025,3,5,UPI,Saksham Khurana,Male,41,35–44,Delhi,08-02-2023,Yellow Flipâ€‘Flops,2,3289.1,Footwear,,9373.935,0,2025-05,May,0–10%,
524,138,133,08-03-2025,5,25,UPI,Abram Dugar,Male,44,35–44,Bengaluru,14-12-2022,DeepSkyBlue Smartphone,3,8712.45,Smartphones,,32671.6875,0,2025-03,March,20%+,
525,149,45,08-11-2024,4,15,Card,Alisha Kala,Female,53,45+,Bengaluru,18-06-2022,DarkRed Phone Mount,13,2587.08,Automotive Accessories,,8796.072,0,2024-11,November,10–20%,
526,20,12,25-04-2025,3,25,UPI,Hridaan Andra,Female,31,25–34,Delhi,28-03-2023,PaleVioletRed Wardrobe,14,22507.18,Furniture,,50641.155,0,2025-04,April,20%+,
527,140,17,21-09-2024,2,5,UPI,Aayush Jani,Female,37,35–44,Pune,31-12-2021,DarkGray Hand Sanitizer,17,4139.54,Health & Personal Care,,7865.126,0,2024-09,September,0–10%,
528,178,104,01-11-2024,1,15,Cash on Delivery,Nitya Das,Male,28,25–34,Pune,01-04-2022,MistyRose Digital Thermometer,17,3848.38,Health & Personal Care,,3271.123,0,2024-11,November,10–20%,
529,6,49,31-12-2024,4,25,UPI,Dhanuk Sidhu,Male,48,45+,Kolkata,01-06-2022,Peru Sandals,2,2090.59,Footwear,,6271.77,0,2024-12,December,20%+,
530,145,166,19-08-2024,4,30,Card,Uthkarsh Bhandari,Male,40,35–44,Kolkata,03-02-2022,Salmon Laptop,4,60862.34,Laptops,,170414.552,0,2024-08,August,20%+,
531,57,53,13-04-2025,4,0,UPI,Ehsaan Bhavsar,Male,31,25–34,Hyderabad,22-10-2023,Lime Digital Thermometer,17,2126.07,Health & Personal Care,,8504.28,0,2025-04,April,0%,
532,69,155,06-01-2025,1,5,UPI,Gatik Chandra,Male,20,<25,Chennai,03-11-2023,Orchid Football,12,7845.8,Sports Equipment,,7453.51,0,2025-01,January,0–10%,
533,79,178,07-06-2025,1,25,UPI,Ishita Kaul,Male,48,45+,Chennai,15-02-2024,RoyalBlue Kurta,1,2456.21,Clothing,,1842.1575,0,2025-06,June,20%+,
534,112,88,07-03-2025,1,30,UPI,Aarna Mammen,Male,18,<25,Kolkata,25-05-2024,MediumSpringGreen Notebook,5,604.3,Books,,423.01,0,2025-03,March,20%+,
535,179,76,05-12-2024,5,0,UPI,Lakshay Lall,Male,42,35–44,Ahmedabad,14-07-2023,Navy Face Cream,9,1726.03,Beauty,,8630.15,0,2024-12,December,0%,
536,67,144,14-03-2025,2,15,UPI,Himmat Rajan,Female,55,45+,Pune,20-10-2023,Snow Laptop,4,61008.5,Laptops,,103714.45,0,2025-03,March,10–20%,
537,131,179,22-02-2025,5,25,Card,Rohan Bhatia,Female,59,45+,Ahmedabad,05-01-2022,DeepSkyBlue Seat Cover,13,4632.7,Automotive Accessories,62,17372.625,1,2025-02,February,20%+,
538,176,38,09-09-2024,1,25,UPI,Vedika Sawhney,Male,56,45+,Ahmedabad,06-01-2023,Silver Action Cam,18,15050.15,Cameras,,11287.6125,0,2024-09,September,20%+,
539,96,119,12-12-2024,3,30,NetBanking,Mohanlal Yadav,Female,49,45+,Delhi,04-02-2023,Olive Study Table,14,23953.3,Furniture,,50301.93,0,2024-12,December,20%+,
540,72,139,21-10-2024,2,30,UPI,Piya Khanna,Female,32,25–34,Kolkata,18-02-2023,DarkRed Wall Art,7,1327.64,Home Decor,,1858.696,0,2024-10,October,20%+,
541,134,14,02-02-2025,5,5,UPI,Divyansh Shankar,Female,21,<25,Hyderabad,12-05-2023,DimGray Remote Car,11,2843.94,Toys,,13508.715,0,2025-02,February,0–10%,
542,5,153,30-03-2025,4,20,UPI,Reyansh Gandhi,Female,37,35–44,Ahmedabad,31-01-2024,LightGreen Laptop,4,74883.98,Laptops,120,239628.736,1,2025-03,March,10–20%,
543,111,118,22-06-2025,2,15,Cash on Delivery,Emir Aurora,Male,32,25–34,Bengaluru,16-01-2023,LawnGreen Cricket Bat,12,4818.19,Sports Equipment,52,8190.923,1,2025-06,June,10–20%,
544,16,4,20-02-2025,2,0,UPI,Ivana Datta,Female,23,<25,Chennai,31-03-2024,SpringGreen Puzzle,11,3010.89,Toys,,6021.78,0,2025-02,February,0%,
545,53,37,25-05-2025,2,25,UPI,Vedika Upadhyay,Female,24,<25,Chennai,10-08-2023,SeaShell Blouse,1,1380.39,Clothing,,2070.585,0,2025-05,May,20%+,
546,17,42,19-02-2025,5,5,UPI,Ivan Rao,Male,59,45+,Pune,10-09-2022,Chocolate Study Table,14,32861.59,Furniture,,156092.5525,0,2025-02,February,0–10%,
547,39,122,02-01-2025,4,25,Card,Hazel Boase,Female,25,25–34,Chennai,21-03-2024,DarkSlateBlue Gold Ring,16,23512.72,Jewellery,,70538.16,0,2025-01,January,20%+,
548,133,18,14-02-2025,4,20,UPI,Siya Vora,Female,23,<25,Ahmedabad,22-06-2022,HoneyDew Bluetooth Speaker,20,21063.58,Music & Instruments,,67403.456,0,2025-02,February,10–20%,
549,88,11,27-04-2025,5,10,Card,Lakshay Bhasin,Male,48,45+,Kolkata,24-09-2021,Snow Novel,5,397.74,Books,75,1789.83,1,2025-04,April,0–10%,
550,91,160,23-04-2025,2,15,UPI,Jivin Hans,Female,24,<25,Pune,11-08-2023,Violet Laptop,4,149989.17,Laptops,,254981.589,0,2025-04,April,10–20%,
551,25,55,03-07-2025,4,15,UPI,Tarini Anne,Female,47,45+,Delhi,26-04-2022,WhiteSmoke Gaming Console,19,16921.41,Gaming Consoles,,57532.794,0,2025-07,July,10–20%,
552,21,145,20-06-2025,5,30,UPI,Badal Sha,Female,43,35–44,Hyderabad,18-11-2021,SlateBlue Novel,5,816.45,Books,,2857.575,0,2025-06,June,20%+,
553,110,14,27-10-2024,4,15,Card,Rasha Bhagat,Male,23,<25,Pune,21-06-2023,DimGray Remote Car,11,2843.94,Toys,,9669.396,0,2024-10,October,10–20%,
554,136,70,19-09-2024,2,30,Card,Anaya Johal,Male,23,<25,Mumbai,19-02-2022,Fuchsia Handheld Console,19,48637.29,Gaming Consoles,,68092.206,0,2024-09,September,20%+,
555,174,196,02-03-2025,5,5,Card,Arnav Sathe,Female,47,45+,Ahmedabad,30-09-2021,Yellow Flipâ€‘Flops,2,3289.1,Footwear,,15623.225,0,2025-03,March,0–10%,
556,34,124,29-09-2024,5,15,Card,Shray Bail,Male,37,35–44,Chennai,31-05-2022,SlateGray Laptop,4,40250.55,Laptops,,171064.8375,0,2024-09,September,10–20%,
557,35,55,02-08-2024,5,20,Cash on Delivery,Lakshay Devan,Male,34,25–34,Ahmedabad,25-09-2023,WhiteSmoke Gaming Console,19,16921.41,Gaming Consoles,,67685.64,0,2024-08,August,10–20%,
558,26,112,26-10-2024,3,25,Cash on Delivery,Shlok Devan,Male,35,35–44,Mumbai,15-02-2022,Magenta Tâ€‘Shirt,1,2105.15,Clothing,,4736.5875,0,2024-10,October,20%+,
559,100,65,05-02-2025,4,20,Card,Ela Dhillon,Male,44,35–44,Mumbai,17-03-2024,PaleGoldenRod Jeans,1,2254.78,Clothing,100,7215.296,1,2025-02,February,10–20%,
560,35,171,04-04-2025,4,25,UPI,Lakshay Devan,Male,34,25–34,Ahmedabad,25-09-2023,SeaShell Yoga Mat,12,2047.86,Sports Equipment,,6143.58,0,2025-04,April,20%+,
561,181,174,04-11-2024,1,15,Cash on Delivery,Neelofar Mammen,Female,38,35–44,Kolkata,09-03-2023,Peru Study Table,14,36526.3,Furniture,,31047.355,0,2024-11,November,10–20%,
562,15,29,14-05-2025,4,15,UPI,Lavanya Lall,Male,19,<25,Chennai,05-05-2023,HotPink Action Cam,18,245323.23,Cameras,,834098.982,0,2025-05,May,10–20%,
563,67,181,08-10-2024,5,10,UPI,Himmat Rajan,Female,55,45+,Pune,20-10-2023,MediumSpringGreen Masala Pack,10,1116.89,Groceries,,5026.005,0,2024-10,October,0–10%,
564,169,177,01-09-2024,5,5,Card,Saira Master,Female,57,45+,Delhi,10-01-2022,LightSlateGray Seat Cover,13,705.36,Automotive Accessories,,3350.46,0,2024-09,September,0–10%,
565,137,189,20-11-2024,5,30,Card,Uthkarsh Reddy,Male,20,<25,Kolkata,20-04-2022,FireBrick Cushion Cover,7,2931.85,Home Decor,,10261.475,0,2024-11,November,20%+,
566,164,101,30-01-2025,5,25,UPI,Baiju Sangha,Male,26,25–34,Chennai,12-06-2024,Lavender Analog Watch,15,4738.27,Watches,,17768.5125,0,2025-01,January,20%+,
567,180,192,28-02-2025,1,0,Card,Miraya Das,Male,50,45+,Delhi,03-10-2023,Turquoise Wall Art,7,2307.73,Home Decor,33,2307.73,1,2025-02,February,0%,
568,107,187,05-07-2024,4,15,UPI,Dharmajan Som,Female,43,35–44,Pune,18-03-2023,Yellow DSLR Camera,18,225198.26,Cameras,,765674.084,0,2024-07,July,10–20%,
569,120,44,23-11-2024,4,0,UPI,Jivika Bora,Other,38,35–44,Pune,25-05-2023,RosyBrown Smartphone,3,69677.29,Smartphones,,278709.16,0,2024-11,November,0%,
570,186,9,08-02-2025,3,25,UPI,Kiaan Badami,Female,48,45+,Mumbai,25-01-2023,Silver Remote Car,11,1678.46,Toys,,3776.535,0,2025-02,February,20%+,
571,10,170,06-12-2024,4,30,UPI,Ela Wali,Male,37,35–44,Pune,22-06-2022,PaleVioletRed Smart Watch,15,12391.74,Watches,,34696.872,0,2024-12,December,20%+,
